0 0 True
0 -10 True
-10 -10 False
-10 -20 False
-20 -20 False
-20 -10 False
-30 -10 False
-30 -20 False
-40 -20 False
-40 -10 False
-30 -10 False
-30 0 False
-40 0 False
-40 10 False
-50 10 False
-50 0 False
-60 0 False
-60 10 False
-50 10 False
-50 20 False
-40 20 False
-40 10 False
-30 10 False
-30 20 False
-40 20 False
-40 30 False
-30 30 False
-30 40 False
-40 40 False
-40 50 False
-50 50 False
-50 40 False
-60 40 False
-60 50 False
-50 50 False
-50 60 False
-40 60 False
-40 50 False
-30 50 False
-30 60 False
-20 60 False
-20 50 False
-30 50 False
-30 40 False
-20 40 False
-20 30 False
-10 30 False
-10 40 False
-20 40 False
-20 50 False
-10 50 False
-10 60 False
0 60 False
0 50 False
10 50 False
10 60 False
0 60 False
0 70 False
10 70 False
10 80 False
0 80 False
0 90 False
-10 90 False
-10 80 False
-20 80 False
-20 90 False
-10 90 False
-10 100 False
0 100 False
0 90 False
10 90 False
10 100 False
20 100 False
20 90 False
10 90 False
10 80 False
20 80 False
20 70 False
30 70 False
30 80 False
40 80 False
40 70 False
30 70 False
30 60 False
20 60 False
20 70 False
10 70 False
10 60 False
20 60 False
20 50 False
10 50 False
10 40 False
20 40 False
20 30 False
30 30 False
30 40 False
20 40 False
20 50 False
30 50 False
30 60 False
40 60 False
40 50 False
50 50 False
50 60 False
60 60 False
60 50 False
50 50 False
50 40 False
60 40 False
60 30 False
70 30 False
70 40 False
60 40 False
60 50 False
70 50 False
70 60 False
80 60 False
80 50 False
90 50 False
90 60 False
80 60 False
80 70 False
90 70 False
90 80 False
80 80 False
80 90 False
70 90 False
70 80 False
60 80 False
60 90 False
70 90 False
70 100 False
80 100 False
80 90 False
90 90 False
90 100 False
100 100 False
100 90 False
90 90 False
90 80 False
100 80 False
100 70 False
110 70 False
110 80 False
120 80 False
120 70 False
110 70 False
110 60 False
100 60 False
100 70 False
90 70 False
90 60 False
100 60 False
100 50 False
90 50 False
90 40 False
100 40 False
100 30 False
110 30 False
110 40 False
120 40 False
120 30 False
110 30 False
110 20 False
100 20 False
100 30 False
90 30 False
90 20 False
80 20 False
80 30 False
90 30 False
90 40 False
80 40 False
80 50 False
70 50 False
70 40 False
80 40 False
80 30 False
70 30 False
70 20 False
60 20 False
60 30 False
50 30 False
50 20 False
60 20 False
60 10 False
50 10 False
50 0 False
60 0 False
60 -10 True
70 -10 True
70 0 False
60 0 False
60 10 False
70 10 False
70 20 False
80 20 False
80 10 False
90 10 False
90 20 False
100 20 False
100 10 False
90 10 False
90 0 False
100 0 False
100 -10 True
110 -10 True
110 0 False
120 0 False
120 -10 True
110 -10 True
110 -20 True
100 -20 True
100 -10 True
90 -10 True
90 -20 True
100 -20 True
100 -30 True
90 -30 True
90 -40 True
100 -40 True
100 -50 True
110 -50 True
110 -40 True
100 -40 True
100 -30 True
110 -30 True
110 -20 True
120 -20 True
120 -30 True
130 -30 True
130 -20 True
140 -20 True
140 -30 True
130 -30 True
130 -40 True
140 -40 True
140 -50 True
150 -50 False
150 -40 False
140 -40 True
140 -30 True
150 -30 False
150 -20 False
160 -20 False
160 -30 False
170 -30 False
170 -20 False
160 -20 False
160 -10 False
170 -10 False
170 0 False
160 0 False
160 10 False
150 10 False
150 0 False
140 0 False
140 10 False
150 10 False
150 20 False
160 20 False
160 10 False
170 10 False
170 20 False
180 20 False
180 10 False
170 10 False
170 0 False
180 0 False
180 -10 False
190 -10 False
190 0 False
200 0 False
200 -10 False
190 -10 False
190 -20 False
180 -20 False
180 -10 False
170 -10 False
170 -20 False
180 -20 False
180 -30 False
170 -30 False
170 -40 False
180 -40 False
180 -50 False
190 -50 False
190 -40 False
200 -40 False
200 -50 False
190 -50 False
190 -60 False
180 -60 False
180 -50 False
170 -50 False
170 -60 False
160 -60 False
160 -50 False
170 -50 False
170 -40 False
160 -40 False
160 -30 False
150 -30 False
150 -40 False
160 -40 False
160 -50 False
150 -50 False
150 -60 False
140 -60 True
140 -50 True
130 -50 True
130 -60 True
140 -60 True
140 -70 True
130 -70 True
130 -80 True
140 -80 True
140 -90 True
150 -90 False
150 -80 False
160 -80 False
160 -90 False
150 -90 False
150 -100 False
140 -100 True
140 -90 True
130 -90 True
130 -100 True
120 -100 True
120 -90 True
130 -90 True
130 -80 True
120 -80 True
120 -70 True
110 -70 True
110 -80 True
100 -80 True
100 -70 True
110 -70 True
110 -60 True
120 -60 True
120 -70 True
130 -70 True
130 -60 True
120 -60 True
120 -50 True
130 -50 True
130 -40 True
120 -40 True
120 -30 True
110 -30 True
110 -40 True
120 -40 True
120 -50 True
110 -50 True
110 -60 True
100 -60 True
100 -50 True
90 -50 True
90 -60 True
80 -60 True
80 -50 True
90 -50 True
90 -40 True
80 -40 True
80 -30 True
70 -30 True
70 -40 True
80 -40 True
80 -50 True
70 -50 True
70 -60 True
60 -60 True
60 -50 True
50 -50 True
50 -60 True
60 -60 True
60 -70 True
50 -70 True
50 -80 True
60 -80 True
60 -90 True
70 -90 True
70 -80 True
60 -80 True
60 -70 True
70 -70 True
70 -60 True
80 -60 True
80 -70 True
90 -70 True
90 -60 True
100 -60 True
100 -70 True
90 -70 True
90 -80 True
100 -80 True
100 -90 True
110 -90 True
110 -80 True
120 -80 True
120 -90 True
110 -90 True
110 -100 True
100 -100 True
100 -90 True
90 -90 True
90 -100 True
100 -100 True
100 -110 True
90 -110 True
90 -120 True
100 -120 True
100 -130 True
110 -130 True
110 -120 True
120 -120 True
120 -130 True
110 -130 True
110 -140 True
100 -140 True
100 -130 True
90 -130 True
90 -140 True
80 -140 True
80 -130 True
90 -130 True
90 -120 True
80 -120 True
80 -110 True
70 -110 True
70 -120 True
80 -120 True
80 -130 True
70 -130 True
70 -140 True
60 -140 True
60 -130 True
50 -130 True
50 -140 True
60 -140 True
60 -150 True
50 -150 True
50 -160 False
60 -160 False
60 -170 False
70 -170 False
70 -160 False
60 -160 False
60 -150 True
70 -150 True
70 -140 True
80 -140 True
80 -150 True
90 -150 True
90 -140 True
100 -140 True
100 -150 True
90 -150 True
90 -160 False
100 -160 False
100 -170 False
110 -170 False
110 -160 False
120 -160 False
120 -170 False
110 -170 False
110 -180 False
100 -180 False
100 -170 False
90 -170 False
90 -180 False
100 -180 False
100 -190 False
90 -190 False
90 -200 False
100 -200 False
100 -210 False
110 -210 False
110 -200 False
100 -200 False
100 -190 False
110 -190 False
110 -180 False
120 -180 False
120 -190 False
130 -190 False
130 -180 False
140 -180 False
140 -190 False
130 -190 False
130 -200 False
140 -200 False
140 -210 False
150 -210 False
150 -200 False
140 -200 False
140 -190 False
150 -190 False
150 -180 False
160 -180 False
160 -190 False
170 -190 False
170 -180 False
160 -180 False
160 -170 False
170 -170 False
170 -160 False
160 -160 False
160 -150 False
150 -150 False
150 -160 False
140 -160 False
140 -150 True
